Name,Age,Employment_Years,Annual_Income,Credit_Score,Loan_Amount,Loan_Purpose,Past_Defaults,Has_Criminal_Record,Loan_Approved
Shelly Mathis,26,5,108609.22,735,25303.92,Car,3,0,0
Ronald Romero,54,21,81830.0,370,44873.06,Business,0,1,0
Laura Williams,62,20,24582.69,623,8622.31,Car,0,0,0
Joseph Parker,42,10,42716.95,425,48131.25,Car,5,0,0
Jonathan Baker,29,9,110845.17,479,35980.27,Personal,2,0,0
Julie Collier,30,3,112151.87,777,21666.36,Education,3,1,0
Sara Lee,52,12,133457.09,584,42091.65,Business,1,1,0
Michael Anderson,42,3,46810.35,721,16995.44,Car,1,1,0
Nicole Thomas,40,14,114313.76,435,39023.87,Business,3,1,0
Kim Arnold,22,0,36810.86,631,21205.03,Home,5,0,0
Dennis Smith,46,8,55520.75,588,24039.68,Education,5,1,0
Tracy Strickland,26,6,129287.54,662,43891.42,Car,2,0,0
Robyn Moore,64,2,115279.69,379,13607.97,Home,0,1,0
Larry Raymond,55,2,119016.25,451,19251.17,Personal,3,0,0
Susan Jennings,36,7,130002.87,469,14208.59,Home,3,1,0
Lisa Smith,29,6,100779.08,526,49065.1,Personal,3,1,0
Eric Stanley,33,10,45084.76,555,26452.15,Education,0,1,0
Thomas Sandoval,36,10,45535.48,464,43594.8,Business,1,0,0
Trevor Ward,50,14,116187.36,837,19583.43,Education,0,0,1
Kelly Pierce,32,4,63307.3,620,39639.79,Personal,0,0,0
William Willis,58,27,57006.09,736,37673.3,Business,4,0,0
Lee Cannon,37,11,78073.57,707,10765.16,Personal,2,1,0
Karen Hoffman,33,7,53372.07,734,46756.25,Business,2,1,0
Shelby Wyatt,34,2,60923.68,728,39390.53,Business,1,1,0
Crystal Butler,60,11,28723.06,485,11517.07,Home,2,0,0
Steven Berg,52,19,65587.68,689,6058.41,Education,0,1,0
Christina Williams,58,25,135570.47,654,7059.18,Business,5,1,0
Sean Nelson,42,5,39407.02,403,7087.54,Car,0,1,0
David Holloway,48,3,116959.83,319,5122.8,Car,3,1,0
Justin Jennings,45,1,144503.64,548,11135.0,Home,1,0,0
Elizabeth Waters,21,1,38595.41,773,13269.97,Car,3,0,0
Julie Moore,54,31,62906.32,598,36889.59,Education,2,0,0
Jessica Smith,35,1,91119.91,398,9396.44,Business,2,0,0
Mrs. Lindsey Clark,41,13,62919.5,819,10980.28,Home,2,0,0
Laura Allen,62,23,55656.99,426,37169.15,Business,2,1,0
Gregory Levine,53,16,132878.08,675,15649.37,Business,3,1,0
Todd Sanchez,64,22,55043.45,615,41964.33,Business,3,0,0
Robert Anderson,44,9,51027.15,639,43437.56,Business,0,1,0
Anita Suarez,65,19,37911.09,664,48606.39,Car,5,0,0
James Lopez,45,5,67719.73,799,33997.65,Car,2,0,0
Nicole Taylor,63,30,137243.47,846,11450.82,Car,4,0,1
Christopher Kaufman,41,5,20913.7,558,34136.38,Car,3,1,0
Donald Wilson,25,5,94499.93,684,39758.32,Business,3,1,0
Michael Martinez,45,2,99626.33,335,24081.07,Home,3,1,0
Wendy Rogers,50,5,129379.61,392,33576.6,Business,4,1,0
Eugene Leonard,22,1,68771.09,429,21609.07,Car,5,0,0
Laurie Holder,32,8,102286.59,483,7010.55,Education,3,0,0
Erin Myers,59,21,33888.52,780,34962.82,Home,0,0,0
Christopher Mack,23,3,47659.89,665,17909.58,Education,2,1,0
Elijah Hawkins,49,18,26025.16,446,45828.8,Business,5,1,0
Allison Bradley,47,27,134204.87,623,13276.04,Personal,2,1,0
Timothy Brown,57,0,125964.35,651,36384.9,Education,1,0,0
Charles Jenkins,53,6,89102.41,335,43750.73,Personal,3,1,0
Alexis Berger,55,24,70936.22,506,44996.01,Business,1,0,0
Henry Davis,47,16,56654.64,637,28294.59,Home,2,0,0
Sierra Carter,51,12,79579.31,795,46802.24,Personal,0,1,0
Jessica Flowers,32,0,106411.54,783,32623.85,Education,1,1,0
Abigail Tyler,52,6,143386.02,813,40780.38,Personal,2,0,1
Barry Porter,43,11,39368.02,732,24507.9,Education,1,1,0
Bradley Murphy,41,16,65961.45,467,23590.61,Car,2,0,0
Theresa Abbott MD,40,10,113737.67,839,22732.06,Home,2,0,1
Kristin Lin,37,11,39523.35,542,13361.75,Personal,5,1,0
Robert Jackson,63,21,83036.53,498,29474.02,Car,1,0,0
David Hernandez,53,2,86528.91,317,37437.81,Home,4,0,0
Dustin Edwards,45,22,30384.45,407,15035.44,Home,4,0,0
Tracy Williams,24,4,137975.54,710,32583.71,Business,1,1,0
Francisco Reynolds,58,4,119590.38,702,19443.28,Business,3,0,0
Henry Johnston,40,13,87851.27,812,48390.21,Personal,2,1,0
Robert Strickland,22,2,103760.87,582,29598.47,Home,1,1,0
Mrs. Tammy King,51,22,102727.51,816,10196.03,Personal,5,1,0
Jeremiah Moore,27,4,68212.04,615,34969.43,Home,3,1,0
Jessica Gordon,27,7,60881.49,576,38290.68,Personal,2,1,0
Bryan Acosta,65,10,89654.58,773,33987.0,Car,2,0,0
Kathleen Jackson,37,11,68061.05,650,26040.11,Education,1,1,0
Charles Mcdaniel,54,34,65593.74,553,13456.93,Personal,2,1,0
Tiffany Knox,43,4,120287.83,377,18054.57,Business,2,1,0
Joe Taylor,25,0,84648.65,607,7817.73,Business,5,1,0
Chelsea Huber,61,14,87134.18,744,31007.85,Business,5,0,0
Michelle Carter,34,2,148210.76,814,34922.15,Car,3,1,0
Angela Hill,52,16,54250.91,761,27613.04,Personal,3,0,0
Nicole Lawson,45,19,100134.94,688,15182.47,Personal,4,0,0
George Stone,51,30,106193.5,748,48945.12,Car,3,1,0
Laura Li,65,27,38623.61,821,18720.79,Education,5,0,0
Nathan Johnson,56,29,114131.23,782,36604.7,Education,5,0,0
Cassie Avila,61,9,63447.78,765,19453.17,Personal,0,1,0
Joel Rodriguez,53,10,80474.14,611,29883.79,Education,2,0,0
Gary Lester,44,16,121914.58,548,32884.53,Education,5,0,0
Samuel French,49,27,94554.7,676,20886.56,Car,3,0,0
Lisa Shelton,61,21,23643.53,350,11309.56,Business,0,1,0
Alex Roberson,63,35,136929.36,706,47216.47,Home,5,1,0
Brandi Nichols,32,3,139020.42,436,24976.86,Car,0,1,0
Sheila Robinson,21,1,121896.12,794,7457.05,Car,4,1,0
Lori Aguilar,25,3,50247.63,383,40419.6,Business,5,0,0
Jasmine Webb,21,1,32657.04,641,31429.64,Education,5,0,0
Beth Bell,33,13,124249.17,603,26608.65,Business,1,1,0
Allison Clay,28,4,78974.81,772,47483.15,Car,3,0,0
Jennifer Cain,48,14,30900.74,427,32699.09,Business,5,0,0
Jeffrey Castillo,34,12,133706.7,474,48405.24,Car,5,0,0
James Horton,35,11,111127.82,455,14332.7,Business,0,1,0
Jason Campbell,27,6,100435.62,485,15304.18,Home,0,0,0
Elizabeth Garcia,42,20,115528.01,384,21591.24,Home,1,1,0
Charles James,28,8,26712.9,343,40173.86,Home,5,0,0
Shawn Scott,21,0,105324.96,805,16974.86,Car,1,0,1
Sara Ruiz,64,21,106083.66,837,34171.56,Personal,1,1,1
Kevin Chandler,24,4,35925.65,685,21079.67,Personal,4,0,0
Dawn Brown,51,25,135527.1,416,7587.86,Home,3,1,0
Daniel Osborn,55,4,111048.18,632,14303.74,Personal,0,0,0
Luke Guzman,23,1,92684.42,543,41979.32,Business,4,1,0
Craig Rollins,60,27,107501.83,494,36150.63,Personal,5,0,0
Amy Hughes,32,4,52930.79,624,32770.86,Education,5,1,0
Joe Cortez,36,4,74023.06,756,32183.4,Education,3,0,0
Daniel Johnson,22,2,135177.5,849,37756.73,Education,3,1,0
Jacob Haynes,43,6,25371.37,347,47822.11,Personal,2,0,0
Spencer Grimes,42,1,84384.8,528,15394.08,Home,5,1,0
Debra Morris,59,37,54773.34,552,44486.67,Business,4,1,0
Charles Davis DVM,28,7,66507.11,685,6275.89,Home,1,1,0
Sydney Anderson,49,11,49845.59,747,38473.16,Education,1,0,0
Adam Riley,51,1,142637.67,381,36457.93,Personal,3,1,0
David Stewart,21,1,29189.78,577,5731.27,Education,2,0,0
Glenn Wagner,61,14,108993.44,580,25234.59,Home,0,0,1
Brittany Delgado,38,6,33520.75,644,27145.01,Home,3,1,0
Nancy Carter,40,11,80755.17,534,48380.91,Education,4,0,0
Catherine Manning,49,15,91325.11,842,12556.3,Business,1,0,1
Elizabeth Black,21,0,144279.25,712,5429.67,Business,2,0,1
Stephanie Reyes,53,13,34546.47,694,26069.05,Personal,0,0,0
Jordan Mendez,53,17,73252.52,475,6956.44,Education,4,1,0
Erin Smith,40,7,36686.31,371,30937.21,Education,3,1,0
Mary Montoya,56,36,101303.85,757,34070.95,Car,2,1,0
Kevin Smith,24,4,70921.45,773,27643.89,Personal,0,1,0
James Lee,32,9,138431.35,412,15232.79,Car,4,0,0
Bryce Moore,63,38,78182.82,365,11676.93,Education,3,1,0
Jeffrey Anderson,45,10,29986.92,584,24718.28,Car,0,1,0
Christopher Buchanan,65,20,51382.95,673,27446.33,Home,1,1,0
Jeffrey Orozco,55,30,55040.11,844,33977.89,Business,3,0,0
Clinton Brooks,39,14,36590.3,725,7113.75,Education,3,1,0
Tiffany Rojas,26,2,52342.23,516,12420.75,Personal,0,1,0
Robert Brown,60,38,143902.34,728,47440.67,Personal,3,1,1
Amber Johnson,27,1,86988.92,405,47629.55,Personal,2,1,0
Heather Rhodes,47,26,144939.51,545,10031.16,Education,2,1,0
Tracy Huang,55,24,85009.29,540,15303.61,Home,2,1,0
David Johnson,46,10,63535.64,488,17203.3,Personal,1,1,0
Laurie Patton,47,13,50313.87,700,29228.14,Car,5,1,0
Sharon Morales,49,6,114431.56,790,48765.68,Education,4,0,0
Tiffany Young,36,5,136727.92,806,38343.35,Personal,0,1,1
Michael Dean,36,13,75338.86,361,11951.63,Home,4,1,0
Lonnie Salazar,53,31,52804.76,777,41327.62,Business,1,1,0
Christine Murphy,40,0,90974.71,734,21848.12,Home,2,1,0
Brandon Davis,65,10,102054.65,756,33943.41,Car,3,0,0
Lisa Gray,36,8,104217.74,319,22773.24,Education,2,1,0
Jessica Sanders,46,26,85241.56,537,22529.11,Business,1,0,0
Joseph Anderson,33,5,82457.8,385,40416.94,Business,0,1,0
Chelsea Taylor,43,15,71349.43,790,7893.61,Car,3,1,0
Christopher Stevens,50,17,30213.95,553,49310.73,Business,1,1,0
Margaret Moore,26,2,130352.46,754,43393.95,Personal,2,1,0
Daniel Price,57,13,143092.34,775,30798.96,Personal,4,1,0
Timothy Scott,27,3,110233.41,479,48388.76,Home,0,1,0
Glen Walker,22,2,44042.9,333,6041.68,Car,5,1,0
Heather Martin,39,8,90024.63,303,35889.0,Education,4,0,0
Robert Martinez,24,2,122759.1,741,6436.2,Home,2,1,0
Michael Flores,29,7,116120.94,372,13936.41,Business,4,1,0
Gina Mcguire,21,1,133148.43,413,24422.11,Car,5,1,0
Mark Oconnor,56,3,23873.06,814,5330.74,Personal,4,0,0
Gina Figueroa,40,16,45996.05,847,19959.0,Education,0,1,0
Ann Fox,62,22,48029.19,446,46307.1,Car,4,1,0
Monica Richardson,31,11,42254.61,520,47503.42,Personal,0,1,0
Leah Goodwin,25,4,80765.52,391,28107.97,Personal,3,0,0
Cameron Davis MD,35,11,88712.48,378,22520.96,Education,1,0,0
Shelby Stokes,61,39,39388.38,465,47258.2,Home,3,0,0
Victoria Sanchez,36,12,56099.24,757,45858.66,Education,0,1,0
Andrea Nguyen,53,14,34334.3,848,35162.36,Car,0,0,0
Bruce Moreno,56,17,127284.13,375,25408.23,Car,5,1,0
Joel Cochran,52,20,57876.95,553,16852.89,Education,1,1,0
Brenda Roth,44,11,58200.27,823,46549.29,Education,3,0,0
Dana Martin,27,0,51680.75,328,13542.04,Personal,3,0,0
Aaron Hayden,30,3,96773.97,518,20110.91,Personal,5,0,0
Chloe Wade,37,15,113312.26,480,14838.46,Home,5,0,0
Tina Fitzgerald,53,6,105100.59,392,28113.7,Personal,2,1,0
Jamie Gomez,31,4,112462.3,429,7058.98,Personal,3,1,0
Laura Anderson,59,35,130293.0,797,30794.48,Car,3,1,1
Amanda Hunt,48,1,77594.05,670,45369.63,Business,0,1,0
Amanda Ochoa,32,5,119761.03,462,15956.96,Business,0,1,0
Joe Jacobs,40,3,55588.35,373,43337.22,Education,0,1,0
Michael Moore Jr.,41,20,75080.49,722,12624.39,Business,0,0,1
Kelly Brown,61,17,149350.27,843,49143.04,Education,4,1,1
Mallory Garner,55,32,114064.16,632,38078.4,Home,1,0,1
Julia Vazquez,54,18,69447.7,670,14325.47,Car,2,1,0
James Goodwin,34,14,148409.58,354,49630.64,Car,2,0,0
Mrs. Terri Rodriguez MD,63,43,70461.49,499,23343.48,Car,2,0,0
Mr. Anthony Mayer,61,3,54619.48,540,24717.43,Car,1,1,0
Joseph Ramirez,41,21,111683.94,711,11667.93,Car,5,1,0
Rebecca Harris,26,5,133755.84,416,29522.46,Home,4,0,0
Sheila Walker,43,8,26905.13,684,8645.04,Personal,0,0,0
John Larson,47,22,70132.46,551,27364.04,Personal,0,0,0
Mrs. Monica Hudson,27,3,66563.85,730,30317.71,Personal,1,1,0
Christopher Gray,23,2,139038.02,388,14275.02,Education,1,0,0
Rachel Richards,38,15,51357.91,766,25619.7,Education,5,1,0
Christian Johnson,39,0,75989.62,433,46482.69,Personal,5,1,0
Tracey Ingram,61,22,41308.99,835,10550.12,Business,0,0,0
Brittany Trujillo,22,1,118144.41,467,30070.02,Car,4,0,0
Michael Lara,32,3,59118.51,419,38935.94,Home,5,0,0
Sean Yates,63,40,75738.29,362,38921.57,Home,3,1,0
Christy Baker,55,11,99405.67,776,25968.9,Personal,5,1,0
Lisa Johnson,61,29,102073.84,320,24610.6,Education,5,1,0
Jessica Marks,39,11,72793.64,353,19089.1,Business,0,0,0
Katelyn Morton,45,25,109160.55,672,33707.15,Personal,0,1,1
Larry Arroyo,27,1,30036.83,576,40849.21,Home,2,1,0
Timothy Orr,46,11,87862.0,735,8265.97,Business,5,1,0
Andrea Nguyen,38,8,90648.63,380,22782.97,Education,0,0,0
David Smith,65,43,127325.36,586,26181.55,Business,4,0,1
Cynthia Miller,45,21,21223.34,648,31833.21,Personal,4,0,0
Karen Hester,58,24,87683.66,736,29501.31,Car,5,1,0
Emily Wade,33,1,80149.11,427,19477.41,Car,1,1,0
Peter York,36,9,146568.27,440,29197.65,Home,3,1,0
Mariah Smith,56,4,88367.61,370,32136.59,Business,4,0,0
Shane Daugherty,51,20,38621.46,736,32251.88,Education,2,0,0
Linda White,41,18,37014.2,818,43876.94,Business,4,0,0
Christopher Hernandez,30,1,119583.19,582,6505.56,Education,4,0,0
John Barber,48,15,83610.53,361,23388.09,Personal,2,0,0
Taylor Estrada,26,5,30656.94,688,27974.11,Education,5,0,0
Nicholas Wallace,64,2,106286.27,582,13611.49,Personal,2,0,0
Craig Fields,63,32,86474.92,524,39731.17,Car,5,0,0
Cheryl Santos,33,5,111197.5,541,38634.41,Personal,5,0,0
Brian Williams,39,19,100452.8,747,18060.33,Car,1,0,1
Chloe Bennett,63,38,56075.9,714,15720.95,Car,3,0,0
Catherine Robertson,52,26,148332.74,664,26476.57,Business,0,0,1
Donna Davies,58,5,149725.78,393,20355.48,Business,2,1,0
Daniel Miller,22,0,76346.43,701,5172.54,Personal,2,0,0
Ryan Sanchez,31,11,54824.38,751,20815.12,Business,5,1,0
Brian Hernandez,50,6,41676.9,655,26464.91,Education,3,0,0
Brendan Obrien,45,24,132822.6,549,17739.03,Car,0,1,0
Jordan Crawford,43,9,69053.65,728,10604.5,Education,2,0,0
Anthony Pratt,41,2,29387.31,546,34393.31,Business,1,0,0
William Jordan,41,0,97121.62,558,47592.6,Business,3,1,0
Renee Miller,25,2,99128.13,570,38996.14,Business,2,0,0
Bradley Jennings,31,7,37543.97,499,40670.77,Home,2,1,0
David Mathews,60,9,96070.33,626,14863.98,Home,2,1,0
Amanda Reed,24,3,137692.07,537,16572.08,Home,2,1,0
Thomas Green,51,0,143399.37,499,42729.74,Car,5,1,0
Vicki Schmitt,35,13,118111.6,460,24427.16,Education,4,0,0
Cathy Weaver,23,1,89378.02,758,18675.48,Personal,3,0,0
Michael Wilson,35,1,144723.84,525,38621.59,Home,0,0,1
Vincent Phillips,58,33,92867.65,630,9005.67,Home,1,1,0
Nancy Smith,63,35,102615.76,755,17680.97,Personal,0,0,1
Elizabeth Ray,25,3,23624.42,421,17333.43,Business,1,0,0
David Coleman,44,11,29016.85,658,39235.66,Education,0,0,0
Benjamin Golden,58,38,130719.89,418,36908.63,Car,2,1,0
Chelsea Griffin,22,0,118705.59,715,20897.33,Personal,4,0,0
Michael Myers,53,6,105029.96,520,6260.18,Business,4,0,0
Kyle Montes,63,19,135261.32,374,8161.34,Home,3,0,0
Joshua Miller,23,3,81024.51,349,49236.67,Car,1,1,0
David Walker,44,15,45665.41,519,10684.15,Home,5,0,0
Maureen Ramirez,41,19,139580.31,319,6457.03,Home,0,1,0
Jesse Welch,58,7,37409.66,425,28997.39,Home,4,1,0
Marilyn Gonzalez,52,19,21667.06,434,27130.6,Personal,0,1,0
Eric Atkinson,40,20,24236.93,345,46299.14,Car,5,1,0
Sara Hunter,44,20,23774.45,760,27264.08,Education,5,0,0
Desiree Ellis,62,30,97705.98,339,10261.03,Business,0,0,0
Daniel Harris,39,6,121884.25,598,29496.86,Business,4,0,0
Larry Robertson,29,6,131563.48,658,6308.32,Personal,5,0,0
Sharon Clark,53,25,112339.96,560,27576.15,Business,4,0,0
Garrett Clark,45,1,114206.88,678,30290.0,Car,2,1,0
Jose Chambers,53,23,145929.75,487,22642.66,Home,5,1,0
Edward Nguyen,55,14,118774.74,362,24257.03,Personal,3,1,0
Mary Lee,56,14,53810.27,331,26683.35,Business,5,1,0
Kelly Simon,58,1,107241.65,680,22488.16,Education,2,1,0
Lisa Combs,34,2,56671.29,415,36960.55,Education,5,1,0
Jessica Torres,56,29,61215.03,677,48221.13,Education,5,1,0
Garrett Richards DDS,56,21,64027.79,515,46601.51,Car,5,0,0
Rachel Anderson,31,7,87840.32,593,36666.69,Car,1,1,0
Stephanie Caldwell,58,5,72784.27,332,14448.66,Business,1,1,0
Tyler Williams,34,8,133467.17,547,49250.81,Business,2,0,0
Willie Butler,49,18,82658.31,465,15181.29,Business,3,0,0
Scott Gordon,53,23,37789.93,516,10363.8,Education,4,0,0
Timothy Park,65,15,27563.28,763,35578.53,Home,4,1,0
Jack Andersen,60,12,55196.35,378,11917.91,Car,5,1,0
Kelsey Boyle MD,41,12,23485.66,333,38221.53,Education,4,1,0
Tiffany Delgado,36,4,42371.31,301,49200.42,Business,0,0,0
Timothy Hall,28,5,79651.14,756,48255.16,Personal,4,0,0
George Sherman,38,9,143043.24,557,26720.72,Education,0,0,1
Madison Baker,58,6,97685.51,483,18223.62,Business,2,0,0
Linda Barnes,40,16,62628.0,458,45152.01,Home,5,1,0
Kimberly Curry,33,2,124457.59,412,46040.04,Home,2,0,0
Jennifer Martin,35,7,115227.59,842,31433.07,Business,4,1,0
Mrs. Stephanie Douglas,64,35,74254.09,682,31688.35,Education,0,1,0
Tammy Fletcher,48,16,100082.28,735,21068.78,Business,1,0,1
Alison Russell,27,0,134293.99,578,12868.66,Business,0,1,0
Carolyn Wall MD,28,8,76477.88,485,22384.03,Education,4,1,0
John Henry,56,33,31715.24,325,21454.88,Personal,1,0,0
Elizabeth Young,42,9,53891.4,611,29546.67,Car,1,1,0
Mark Mitchell,33,7,105799.52,815,32040.82,Car,3,0,0
Russell Pham,31,0,125506.03,782,13168.4,Business,2,1,0
Jacqueline Hampton,27,0,22438.0,704,31916.03,Personal,1,1,0
Raymond White,36,10,37660.39,678,5376.46,Home,3,0,0
Bobby Rogers,64,39,125027.6,524,38107.03,Personal,2,1,0
Erika Clark,56,33,145226.47,795,34596.18,Car,3,0,1
Mike Austin,41,11,37062.04,519,13078.35,Personal,4,0,0
Cole Morris,34,11,20777.96,546,9991.71,Home,5,1,0
Suzanne Austin,57,31,114183.59,502,13631.01,Home,4,0,0
Richard Lawson,55,15,127353.53,424,23762.91,Home,2,1,0
Matthew Aguirre,33,2,147498.93,746,30143.07,Education,3,0,1
Andrew Brown,58,33,43758.3,642,30833.54,Personal,4,1,0
Mark Scott,31,2,24786.06,599,38548.68,Home,1,0,0
Eric Hernandez,53,28,80121.72,504,30387.21,Home,5,0,0
Cynthia Hoffman,49,28,93824.68,442,39957.23,Car,2,1,0
David Schmidt,63,12,61114.01,836,46590.46,Personal,5,0,0
Kathleen Lambert,64,25,31038.85,609,26188.65,Home,1,0,0
Emily Harris PhD,25,5,125906.61,531,13739.49,Home,3,1,0
Charles Morris,53,17,131247.75,435,36274.66,Home,0,1,0
Donald Golden,49,21,26574.54,601,14855.07,Home,0,1,0
Charles Miller,43,3,126301.59,737,43109.94,Business,1,0,1
Alexis Cummings,27,2,43775.01,300,6263.29,Car,0,0,0
Marcus Phillips,21,1,88818.24,383,46955.12,Personal,0,1,0
Kathleen White,54,11,102985.86,524,14338.39,Education,0,1,0
Drew Scott,25,1,36631.87,569,23988.04,Personal,0,1,0
Julie Snyder,27,4,105520.22,459,38159.42,Education,5,0,0
Stephen Powell,29,5,75360.9,701,10757.88,Home,2,1,0
Ryan Blair,50,11,36602.61,745,43665.09,Personal,5,1,0
Jorge Singh,58,34,83501.78,712,22519.47,Business,2,1,0
Raymond Bell,47,20,43325.29,408,16979.83,Car,5,0,0
Kimberly Cole,26,6,39873.06,699,43358.98,Home,4,1,0
Michael Hall,55,7,50854.35,626,46303.63,Education,0,1,0
Christina Weaver,59,8,44520.84,472,8541.64,Home,5,1,0
Joseph Berry,52,20,51712.03,440,21135.69,Home,0,1,0
Anthony Davis,58,3,87672.46,732,18509.73,Business,3,1,0
Mallory Gardner,32,8,100687.63,467,21163.24,Home,1,0,0
John Wilson,40,18,147370.61,744,30909.9,Home,2,1,1
Michelle Levine,22,0,137360.45,341,9659.02,Education,3,0,0
Connor Elliott,47,12,110298.12,439,17530.03,Car,0,0,0
Kaitlyn Baker,39,1,28748.66,597,30650.19,Car,0,0,0
Michelle Day,39,4,67432.39,741,12987.04,Business,3,0,0
Jay Barajas,24,4,42223.29,790,43352.33,Education,2,0,0
Diana Bryan,42,7,149435.55,597,13522.53,Home,3,0,0
Michael Mccarthy,51,26,66344.1,530,7974.14,Business,1,1,0
Diana Whitaker,42,5,53463.44,777,5342.6,Car,4,1,0
Ruben Allen,41,16,79304.35,544,43288.5,Personal,2,0,0
Daniel Campbell,58,2,93195.44,795,10283.02,Car,2,1,0
Daniel Cruz,43,11,59926.28,443,6501.67,Personal,3,0,0
Dorothy Smith,64,19,122819.01,637,18348.1,Education,4,1,0
Devon Garcia,47,0,68180.98,367,34291.49,Education,2,1,0
Ryan Roberts,36,4,38305.22,565,7632.13,Home,0,1,0
Lindsay Evans,60,36,124610.96,536,41432.3,Education,3,0,1
Daniel Meyer,65,19,110469.28,323,31381.86,Car,2,0,0
James Mcmillan,65,4,87810.65,626,25759.62,Personal,3,1,0
Anthony Cunningham,54,8,131493.06,623,5503.41,Personal,0,0,1
Diane Rubio,34,11,95576.07,625,26523.87,Car,5,1,0
Randy Woodard,50,0,100888.72,847,26997.39,Car,0,1,0
Katherine Mora,43,23,54359.01,528,23558.17,Car,0,1,0
Penny Mitchell,53,27,140059.2,837,36470.02,Business,0,0,1
Dean Mathews,61,14,48444.42,452,6758.41,Home,4,1,0
Jeffrey Perez,40,20,78917.75,696,40061.75,Education,2,0,0
Jennifer Vasquez,62,37,57473.76,305,49315.53,Education,4,1,0
Deborah Bowman,37,5,64032.77,757,22543.72,Personal,1,0,0
Sarah Williams,59,36,104020.9,835,49907.19,Home,1,0,1
Brian Hull,57,28,72731.15,713,16913.4,Business,1,1,0
Danny Black,43,17,91884.62,617,17105.65,Home,4,0,0
William Simpson,52,3,136566.36,784,47515.87,Education,0,1,1
Greg Knight,39,15,47279.97,549,40011.65,Business,2,1,0
Mark Flores,50,22,29984.72,451,41676.08,Home,1,1,0
Shelley Gordon,58,6,54369.98,624,22938.66,Education,3,1,0
Howard West,39,5,140025.27,765,22521.74,Car,4,1,0
Victoria Harding,35,8,120308.58,480,33119.75,Home,1,1,0
Charles Smith,48,28,31808.74,748,25180.59,Home,4,0,0
Jeffrey Carter,44,4,97048.73,814,24633.59,Home,5,1,0
Melinda Myers,51,2,144245.39,501,34446.58,Education,0,0,1
Jason Novak,49,27,60822.33,697,45960.55,Car,5,1,0
Amanda York,47,15,127523.09,806,38948.51,Home,3,1,0
Sandra Allen,41,2,44989.18,438,13748.43,Home,1,0,0
Michele Mcguire,36,3,34409.29,668,48710.43,Education,2,0,0
Edward French,39,17,53493.43,697,9053.67,Personal,0,1,0
Kristin Carey,40,0,137065.39,537,46026.89,Home,5,1,0
Ronnie Perry,58,3,54152.29,536,26224.56,Car,3,0,0
Christine Sparks,24,4,77288.32,482,7120.4,Business,0,0,0
Bryan Norman,48,17,23137.5,315,30431.48,Home,2,0,0
Matthew Johnson,28,7,83586.05,541,14333.05,Car,3,0,0
Danielle Webb,61,5,123531.03,467,39330.9,Education,4,1,0
Danielle Mitchell,24,3,109090.51,460,18927.72,Personal,3,1,0
Sherry Lindsey,64,28,60852.48,718,22448.18,Car,3,1,0
Michael Smith,48,25,54447.77,327,42348.34,Personal,5,1,0
Tyler Harvey,43,9,67669.0,383,46142.12,Education,3,0,0
Richard Soto,24,0,55598.6,837,45694.92,Home,3,0,0
Ethan Reed,38,17,103334.69,657,25560.48,Personal,5,0,0
Anita Rodriguez,30,9,93477.5,643,40154.24,Education,5,1,0
Juan Young,43,6,113001.62,621,40569.25,Education,3,1,0
Eric Peterson,30,2,50014.77,730,39553.49,Home,2,0,0
Elizabeth Madden,53,20,77317.7,356,25958.31,Education,1,0,0
Misty Brown,31,10,127075.43,575,6439.82,Car,4,1,0
Kristin Smith,37,1,51467.35,794,25918.58,Business,3,0,0
Christopher Dawson,25,5,112733.42,508,25201.92,Education,5,0,0
Kevin Brock,40,14,80037.69,663,43899.41,Education,3,0,0
Justin Stuart,43,23,72905.61,799,37087.42,Car,5,1,0
Tonya Smith,27,0,46829.16,450,23224.37,Education,0,1,0
Mrs. Megan Roberts,27,6,57316.21,595,44348.14,Personal,2,1,0
Jason Booth,59,8,141827.58,392,37877.47,Business,3,0,0
Michaela Wilson,48,21,105141.07,339,13542.71,Home,3,0,0
Wendy Flores,52,15,75665.66,549,30066.69,Business,0,0,0
David Duke,44,10,147540.73,340,43329.71,Education,0,0,0
Justin Duncan,36,7,112922.45,522,18732.41,Car,4,1,0
Jeffrey Spencer,60,26,82259.62,351,23165.77,Car,1,1,0
Tamara Smith,55,2,89469.18,313,5907.12,Personal,1,0,0
Heather Hogan,29,2,71069.3,827,42510.15,Car,4,1,0
Michael Haas,53,7,103607.29,486,35219.15,Car,0,0,0
Jared Jenkins,51,17,76885.22,583,5517.59,Car,1,1,0
